力量コード  ###[skill_code]###,力量名  ###[skill_name]###,力量カテゴリーコード  ###[competence_category_code]###,力量カテゴリー,力量レベルパターンコード ###[competence_scale_code]###,もうすぐ有効期限切れ（有効期限の〇日前）  ###[notify_expiration_timing_date_before]###,メール通知  ###[notify_email]###,概要  ###[overview]###,URL  ###[urls]###,有効期限切れの表示  ###[expired_highlight]###,管理者への公開  ###[competence_publish_type]###,使用プロジェクト,使用できるプロジェクト,使用力量マップ,有効期間の指定  ###[calculation_switch_type]###,有効期間の種類  ###[calculation_type]###,有効期間（年数）  ###[period_years]###,有効期間（月数）  ###[period_months]###,有効期間（暦月）  ###[specified_month]###,有効期間（日）  ###[date_type]###,有効期限の自動計算  ###[auto_calculation_enabled]###,有効期限の手動修正  ###[changeable_after_calculation]###,[育成計画の初期値]概要  ###[initial_value_training_plan_overview]###,[育成計画の初期値]内部講師（メンバーコード）  ###[initial_value_training_plan_internal_lecturer_code]###,[育成計画の初期値]社外講師  ###[initial_value_training_plan_external_lecturer_name]###,[育成計画の初期値]有効性評価の方法  ###[initial_value_training_plan_effectiveness_evaluation_method]###,[育成計画の初期値]受講者による受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_attendees]###,[育成計画の初期値]他プロジェクトによる受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_other_projects]###
SKL00215,調達マネジメント（PMBOK）,CTG104020100,業務スキル＞管理技術＞プロジェクトマネジメント＞PMBOK 第６版,SKILL_DEFAULT,0,通知しない,外部業者（納入者）からのサービスや製品などを調達を計画・管理することが出来る。,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00216,ステークホルダーマネジメント（PMBOK）,CTG104020100,業務スキル＞管理技術＞プロジェクトマネジメント＞PMBOK 第６版,SKILL_DEFAULT,0,通知しない,ステークホルダの関与を効果的に引き出すための戦略を策定し実行することが出来る。,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00217,スクラム開発,CTG104020200,業務スキル＞管理技術＞プロジェクトマネジメント＞スクラム開発,SKILL_DEFAULT,0,通知しない,"Lv.0：スクラム開発を知らない
Lv.1：スクラム開発を知っている
Lv.2：開発メンバーとして指導を受けながら、遂行できる
Lv.3：開発メンバーとして自分で遂行できる
Lv.4：プロダクトオーナーとして、スプリントを管理できる
Lv.5：スクラムマスターとして、チームの行動を導ける",,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , ロボチームースキル , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00220,開発プロセス設定（ETSS）,CTG104030100,業務スキル＞管理技術＞開発プロセスマネジメント＞ETSS＋応用処理,SKILL_DEFAULT,0,通知しない,システム開発プロセス設定（開発手法選定、プロセスの設定）ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , 第2SEC－スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00221,知財マネジメント（ETSS）,CTG104030100,業務スキル＞管理技術＞開発プロセスマネジメント＞ETSS＋応用処理,SKILL_DEFAULT,0,通知しない,著作権管理(プログラム外注時の留意）、特許管理、ライセンス管理、技術的保護ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , 第2SEC－スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00222,開発環境マネジメント（ETSS）,CTG104030100,業務スキル＞管理技術＞開発プロセスマネジメント＞ETSS＋応用処理,SKILL_DEFAULT,0,通知しない,開発環境構築・管理、設計データ管理、ツール管理ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , ロボチームースキル , 第2SEC－スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00223,構成管理・変更管理（ETSS）,CTG104030100,業務スキル＞管理技術＞開発プロセスマネジメント＞ETSS＋応用処理,SKILL_DEFAULT,0,通知しない,構成状況の管理、構成品目の完全性保証、リリース管理ができる。SBOM。,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , ロボチームースキル , 第2SEC－スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00224,法規管理（ETSS）,CTG104030100,業務スキル＞管理技術＞開発プロセスマネジメント＞ETSS＋応用処理,SKILL_DEFAULT,0,通知しない,製品の規格を管理できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00225,特許調査/保証,CTG104030200,業務スキル＞管理技術＞開発プロセスマネジメント＞知財管理,SKILL_DEFAULT,0,通知しない,検索条件を設定して特許調査ができる/関連性を見極め特許保証ができる,,強調する,全メンバーに公開,"00_開発本部 , 第1設計G , 新技術推進部 , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , プロトSEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00226,特許出願,CTG104030200,業務スキル＞管理技術＞開発プロセスマネジメント＞知財管理,SKILL_DEFAULT,0,通知しない,特化した技術を抽出し出願できる,,強調する,全メンバーに公開,"00_開発本部 , 第1設計G , 新技術推進部 , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , プロトSEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00227,OSS管理,CTG104030300,業務スキル＞管理技術＞開発プロセスマネジメント＞法規管理,SKILL_DEFAULT,0,通知しない,OSSの規約に基づく管理ができる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 2G1SEC-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , プロトSEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00228,セキュリティ管理,CTG104030300,業務スキル＞管理技術＞開発プロセスマネジメント＞法規管理,SKILL_DEFAULT,0,通知しない,製品の情報セキュリティを管理できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , プロトSEC-スキル・知識 , 2G1SEC-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 開発本部－スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
SKL00229,安全規格管理,CTG104030300,業務スキル＞管理技術＞開発プロセスマネジメント＞法規管理,SKILL_DEFAULT,0,通知しない,製品の安全規格を管理できる,,強調する,全メンバーに公開,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 3G-スキル・知識 , 4G-スキル、知識 , 2G-スキル・知識 , 5G5SEC-スキル・知識 , プロトSEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 第2SEC－スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 5SEC-スキル・知識 , 4SEC-スキル・知識 , 新技術推進部ースキル , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 開発本部－スキル・知識 , 2G2SEC-スキル・知識 , 1SEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 2SEC-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 3SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
